id,name,album,genres,artist,release_date,popularity,duration_ms,explicit,external_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_score,multiplier,music_score,breathing_score
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Not Like Us,"conscious hip hop, hip hop, rap, west coast rap",Kendrick Lamar,2024-05-04,89,274192,True,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,0.43785448222123297,0.842175,0.4399270833333333,0.4385453492585998
5vNRhkKd0yEAg8suGBpjeY,APT.,APT.,k-pop,"ROSÉ, Bruno Mars",2024-10-18,96,169917,False,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4,0.4157216308024497,1.2418916666666666,0.4647104166666667,0.43205122609052204
6XVkJ1fM7NkjODPYI7QbAM,HOLLON,Hollon,southern hip hop,GloRilla,2024-09-20,64,128858,True,https://open.spotify.com/track/6XVkJ1fM7NkjODPYI7QbAM,0.786,0.761,8,-3.315,1,0.0606,0.0943,1.47e-06,0.312,0.449,149.002,4,0.41612707645246555,1.2416833333333335,0.4460564337499999,0.42610352888497705
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),Lonely Road (with Jelly Roll),"ohio hip hop, pop rap","mgk, Jelly Roll",2024-07-26,78,189356,False,https://open.spotify.com/track/3Rfre3qkrhwdZZ7dyznwbN,0.549,0.679,7,-5.501,1,0.0346,0.0103,0.0,0.365,0.235,100.214,4,0.4077368299143248,0.8351166666666666,0.4407520833333333,0.41874191438732766
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,Submarine,"bedroom pop, la indie",The Marías,2024-05-31,82,236906,False,https://open.spotify.com/track/3siwsiaEoU4Kuuc9WKMUy5,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4,0.32613986858721844,0.816575,0.5902166666666666,0.4141654679470345
76ODTQOl0JZQbhfxs6nRV9,I Am Not Okay,I Am Not Okay,"country rap, modern country pop, nashville hip hop, tennessee hip hop",Jelly Roll,2024-06-12,72,197133,False,https://open.spotify.com/track/76ODTQOl0JZQbhfxs6nRV9,0.512,0.672,7,-5.298,1,0.03,0.0602,0.0,0.158,0.393,76.821,4,0.3431366965234541,1.2803499999999999,0.49911250000000007,0.39512863101563606
487JCvAXVblflZyDJn3fSp,Help Me,Help Me,"florida drill, memphis hip hop",Real Boston Richey,2024-05-31,74,181165,True,https://open.spotify.com/track/487JCvAXVblflZyDJn3fSp,0.749,0.709,6,-6.385,1,0.259,0.155,0.0,0.329,0.564,78.53,4,0.2921277673183232,1.3088333333333333,0.4458229166666666,0.343359483767771
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Sailor Song,bedroom pop,Gigi Perez,2024-07-26,77,211978,False,https://open.spotify.com/track/0UYnhUfnUj5adChuAXvLUB,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,4,0.20755366012774992,0.79105,0.5840878458333333,0.3330650553629444
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Lies Lies Lies,contemporary country,Morgan Wallen,2024-07-05,82,198068,False,https://open.spotify.com/track/7Fzl7QaTu47WyP9R5S5mh5,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4,0.2207550458579548,1.3508833333333332,0.5270135916666666,0.32284122779419205
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),A Bar Song (Tipsy),"modern country pop, pop rap",Shaboozey,2024-04-12,87,171291,True,https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,4,0.22187935335458478,1.3502,0.5057625,0.3165070689030565
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Short n' Sweet,pop,Sabrina Carpenter,2024-08-23,91,171869,False,https://open.spotify.com/track/1UHS8Rf6h5Ar3CDWRd3wjF,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4,0.21010969396483198,0.7915833333333333,0.5039666666666667,0.3080620181987769
1tnZxHryc2wWtjUZC1LQw5,Noid,Noid,"hip hop, rap","Tyler, The Creator",2024-10-21,82,284363,True,https://open.spotify.com/track/1tnZxHryc2wWtjUZC1LQw5,0.38,0.77,1,-5.993,1,0.242,0.473,0.000151,0.243,0.47,82.157,4,0.1909029309440143,1.3692833333333332,0.5260334583333333,0.302613106740454
7K43BENx9D8k0RznDLBTie,Federal Nightmares,Last Lap,florida rap,Rod Wave,2024-10-11,68,188589,True,https://open.spotify.com/track/7K43BENx9D8k0RznDLBTie,0.588,0.762,3,-6.227,0,0.0366,0.0222,0.0,0.0797,0.737,82.525,4,0.1811297168871843,1.3754166666666667,0.5236395833333334,0.295299672369234
5b3XJ1pjrHO5JtY2PcTjnI,Mamushi (feat. Yuki Chiba),MEGAN,"houston rap, pop, rap, trap queen","Megan Thee Stallion, 千葉雄喜",2024-06-28,82,156988,True,https://open.spotify.com/track/5b3XJ1pjrHO5JtY2PcTjnI,0.892,0.531,1,-4.968,1,0.207,0.033,0.0,0.0824,0.209,81.036,4,0.22122108407210245,1.3506,0.43085,0.29109738938140167
5srHQMMvaXT2S3nXy1jq6g,Passport Junkie,Last Lap,florida rap,Rod Wave,2024-10-11,66,147749,True,https://open.spotify.com/track/5srHQMMvaXT2S3nXy1jq6g,0.406,0.619,1,-6.762,1,0.0958,0.255,1.23e-06,0.399,0.601,83.53,4,0.15487799799800336,1.3921666666666668,0.52793765375,0.2792312165820023
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Pink Skies,classic oklahoma country,Zach Bryan,2024-05-24,85,194920,False,https://open.spotify.com/track/4ZJ4vzLQekI0WntDbanNC7,0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,4,0.11762294412405058,1.41665,0.5178626749999999,0.25103618774936703
65M92JpTbAdHmTQm4jGaDa,Think I'm In Love With You,Think I’m In Love With You,"contemporary country, outlaw country",Chris Stapleton,2023-09-08,66,222800,False,https://open.spotify.com/track/65M92JpTbAdHmTQm4jGaDa,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,4,0.08118740013281119,0.76555,0.5644374999999999,0.24227076675520742
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Belong Together,singer-songwriter pop,Mark Ambor,2024-02-16,82,148317,False,https://open.spotify.com/track/5uQ7de4EWjb3rkcFxyEOpu,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,4,0.042533447608932864,0.7580749999999999,0.5612604166666666,0.2154424372948441
1vkpe29DP5EvAxYnWVq5C1,Shake Dat Ass (Twerk Song),Too Slippery,,BossMan Dlow,2023-01-01,72,197000,True,https://open.spotify.com/track/1vkpe29DP5EvAxYnWVq5C1,0.788,0.788,6,-5.232,1,0.207,0.0501,0.000373,0.0944,0.397,87.993,4,0.0455438113490054,1.46655,0.43535912500000007,0.17548224923267028
32rUiWgyd3Du6uJe0CbXR3,Fall Fast in Love,Last Lap,florida rap,Rod Wave,2024-10-11,66,172602,True,https://open.spotify.com/track/32rUiWgyd3Du6uJe0CbXR3,0.731,0.651,1,-8.237,1,0.0894,0.0434,3.55e-06,0.143,0.416,89.013,4,0.0220951363902702,1.4835500000000001,0.4634650270833333,0.1692184332879579
1qJGJR5DXftoDjeNjNvIDy,Last Lap,Last Lap,florida rap,Rod Wave,2024-10-11,70,248320,True,https://open.spotify.com/track/1qJGJR5DXftoDjeNjNvIDy,0.738,0.404,6,-10.507,0,0.114,0.324,0.0,0.269,0.43,90.002,4,0.0,0.7500166666666667,0.5067354166666667,0.16891180555555554
